,OBJECTID,ARREST_DATE,TOP_CHARGE_DESC,HOME_PSA,CRIME_PSA,District
16488,16489,2016-03-11T00:00:00.000Z,Simple Assault,703,704,7
16489,16490,2016-03-11T00:00:00.000Z,Assault On A Police Officer (simple Assault),704,704,7
16490,16491,2016-03-11T00:00:00.000Z,Robbery,705,705,7
16491,16492,2016-03-11T00:00:00.000Z,Simple Assault,706,706,7
16492,16493,2016-03-11T00:00:00.000Z,Carry Pistol W/o Lic -outside Home/business,708,703,7
16493,16494,2016-03-12T00:00:00.000Z,Disorderly Conduct,601,102,1
16494,16495,2016-03-12T00:00:00.000Z,Assault With A Dangerous Weapon,602,702,7
16495,16496,2016-03-12T00:00:00.000Z,Possession Of Bb Gun,702,607,6
16496,16497,2016-03-12T00:00:00.000Z,Failure To Appear (OAG),704,Court,0
16497,16498,2016-03-13T00:00:00.000Z,Robbery,106,108,1
16498,16499,2016-03-13T00:00:00.000Z,Theft Second Degree (all Other Larceny),407,402,4
16499,16500,2016-03-13T00:00:00.000Z,Robbery,607,108,1
16500,16501,2016-03-13T00:00:00.000Z,Robbery,703,108,1
16501,16502,2016-03-14T00:00:00.000Z,Assault On A Police Officer (simple Assault),404,402,4
16502,16503,2016-03-14T00:00:00.000Z,Absconder (Custody Order),405,District,0
16503,16504,2016-03-14T00:00:00.000Z,Simple Assault,507,507,5
16504,16505,2016-03-14T00:00:00.000Z,Absconder (Custody Order),604,Court,0
16505,16506,2016-03-14T00:00:00.000Z,Simple Assault,604,608,6
16506,16507,2016-03-14T00:00:00.000Z,Simple Assault,604,604,6
16507,16508,2016-03-14T00:00:00.000Z,Simple Assault,606,607,6
16508,16509,2016-03-14T00:00:00.000Z,Simple Assault,607,606,6
16509,16510,2016-03-14T00:00:00.000Z,Arson,608,608,6
16510,16511,2016-03-14T00:00:00.000Z,Simple Assault,702,607,6
16511,16512,2016-03-14T00:00:00.000Z,Failure To Appear (OAG),703,Court,0
16512,16513,2016-03-14T00:00:00.000Z,Absconder (Custody Order),704,704,7
16513,16514,2016-03-14T00:00:00.000Z,Unlawful Entry,706,102,1
16514,16515,2016-03-15T00:00:00.000Z,Simple Assault,Out of State,403,4
16515,16516,2016-03-15T00:00:00.000Z,Simple Assault,405,404,4
16516,16517,2016-03-15T00:00:00.000Z,Robbery,407,208,2
16517,16518,2016-03-15T00:00:00.000Z,Robbery,507,507,5
16518,16519,2016-03-15T00:00:00.000Z,Threats To Do Bodily Harm -misd,601,305,3
16519,16520,2016-03-15T00:00:00.000Z,Aggravated Assault,604,608,6
16520,16521,2016-03-15T00:00:00.000Z,Theft Second Degree (theft From Motor Vehicle),608,602,6
16521,16522,2016-03-15T00:00:00.000Z,Unlawful Entry,Unk,108,1
16522,16523,2016-03-16T00:00:00.000Z,Carry Pistol W/o Lic -outside Home/business,402,402,4
16523,16524,2016-03-16T00:00:00.000Z,Simple Assault,406,302,3
16524,16525,2016-03-16T00:00:00.000Z,Absconder (Custody Order),602,Court,0
16525,16526,2016-03-16T00:00:00.000Z,Absconder (Custody Order),602,Court,0
16526,16527,2016-03-16T00:00:00.000Z,Robbery,606,501,5
16527,16528,2016-03-16T00:00:00.000Z,Simple Assault,703,707,7
16528,16529,2016-03-16T00:00:00.000Z,Simple Assault,705,707,7
16529,16530,2016-03-16T00:00:00.000Z,,Unk,601,6
16530,16531,2016-03-17T00:00:00.000Z,Fugitive From Justice,103,102,1
16531,16532,2016-03-17T00:00:00.000Z,Robbery,105,105,1
16532,16533,2016-03-17T00:00:00.000Z,Simple Assault,303,303,3
16533,16534,2016-03-17T00:00:00.000Z,Robbery,501,409,4
16534,16535,2016-03-17T00:00:00.000Z,Destruction Of Property Less Than $1000,602,602,6
16535,16536,2016-03-17T00:00:00.000Z,Poss Prohibited Weapon,702,501,5
16536,16537,2016-03-17T00:00:00.000Z,Simple Assault,702,702,7
16537,16538,2016-03-17T00:00:00.000Z,Assault W/i To Commit Robbery (simple Assault),705,703,7
16538,16539,2016-03-17T00:00:00.000Z,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,Unk,308,3
16539,16540,2016-03-18T00:00:00.000Z,Fugitive From Justice,Out of State,108,1
16540,16541,2016-03-18T00:00:00.000Z,Bench Warrant,105,305,3
16541,16542,2016-03-18T00:00:00.000Z,Consumption of marijuana in public space prohibited; impairment prohibited,308,308,3
16542,16543,2016-03-18T00:00:00.000Z,Theft (theft From Motor Vehicle),408,202,2
16543,16544,2016-03-18T00:00:00.000Z,Robbery,409,409,4
16544,16545,2016-03-18T00:00:00.000Z,Robbery,409,409,4
16545,16546,2016-03-18T00:00:00.000Z,Threats To Do Bodily Harm -misd,601,602,6
16546,16547,2016-03-18T00:00:00.000Z,Unlawful Entry,602,505,5
16547,16548,2016-03-18T00:00:00.000Z,Metro - Fail To Pay Fare,603,602,6
16548,16549,2016-03-18T00:00:00.000Z,Absconder (Custody Order),701,Court,0
16549,16550,2016-03-18T00:00:00.000Z,Custody Order (Pre-Petition),703,District,0
16550,16551,2016-03-18T00:00:00.000Z,Simple Assault,708,703,7
16551,16552,2016-03-18T00:00:00.000Z,Possess Prohibited Weapon,708,707,7
16552,16553,2016-03-18T00:00:00.000Z,Robbery,Unk,409,4
16553,16554,2016-03-18T00:00:00.000Z,Absconder (Custody Order),Unk,Court,0
16554,16555,2016-03-19T00:00:00.000Z,Robbery,104,506,5
16555,16556,2016-03-19T00:00:00.000Z,Robbery,108,701,7
16556,16557,2016-03-19T00:00:00.000Z,Attempt To Commit Robbery,108,708,7
16557,16558,2016-03-19T00:00:00.000Z,Unauthorized Use Of A Vehicle,405,706,7
16558,16559,2016-03-19T00:00:00.000Z,Absconder (Custody Order),608,608,6
16559,16560,2016-03-19T00:00:00.000Z,No Permit,704,705,7
16560,16561,2016-03-19T00:00:00.000Z,No Permit,706,706,7
16561,16562,2016-03-20T00:00:00.000Z,Custody Order (Pre-Petition),Out of State,District,0
16562,16563,2016-03-20T00:00:00.000Z,Simple Assault,Out of State,603,6
16563,16564,2016-03-20T00:00:00.000Z,Placement Violation (Warrant),102,608,6
16564,16565,2016-03-20T00:00:00.000Z,Fugitive From Justice,105,District,0
16565,16566,2016-03-20T00:00:00.000Z,Custody Order (Pre-Petition),105,District,0
16566,16567,2016-03-20T00:00:00.000Z,Robbery,603,603,6
16567,16568,2016-03-20T00:00:00.000Z,Placement Violation (Warrant),608,608,6
16568,16569,2016-03-20T00:00:00.000Z,Absconder (Custody Order),704,Court,0
16569,16570,2016-03-20T00:00:00.000Z,Fugitive From Justice,705,705,7
16570,16571,2016-03-20T00:00:00.000Z,Destruction Of Property Less Than $1000,705,705,7
16571,16572,2016-03-21T00:00:00.000Z,Fugitive From Justice,Out of State,Court,0
16572,16573,2016-03-21T00:00:00.000Z,Absconder (Custody Order),107,107,1
16573,16574,2016-03-21T00:00:00.000Z,Absconder (Custody Order),301,507,5
16574,16575,2016-03-21T00:00:00.000Z,Assault With A Dangerous Weapon,506,506,5
16575,16576,2016-03-21T00:00:00.000Z,Destruction Of Property Less Than $1000,602,104,1
16576,16577,2016-03-22T00:00:00.000Z,Failure To Appear (OAG),105,105,1
16577,16578,2016-03-22T00:00:00.000Z,Destruction Of Property Less Than $1000,302,507,5
16578,16579,2016-03-22T00:00:00.000Z,Simple Assault,405,405,4
16579,16580,2016-03-22T00:00:00.000Z,Assault On A Police Officer (simple Assault),604,703,7
16580,16581,2016-03-22T00:00:00.000Z,Custody Order (Pre-Petition),604,107,1
16581,16582,2016-03-22T00:00:00.000Z,Murder II,604,604,6
16582,16583,2016-03-22T00:00:00.000Z,Robbery,706,706,7
16583,16584,2016-03-22T00:00:00.000Z,Robbery,706,706,7
16584,16585,2016-03-22T00:00:00.000Z,Robbery,Unk,705,7
16585,16586,2016-03-23T00:00:00.000Z,Threats To Do Bodily Harm -misd,105,105,1
16586,16587,2016-03-23T00:00:00.000Z,Threats To Do Bodily Harm -misd,105,105,1
16587,16588,2016-03-23T00:00:00.000Z,Simple Assault,304,304,3
16588,16589,2016-03-23T00:00:00.000Z,Assault On A Police Officer (simple Assault),505,505,5
16589,16590,2016-03-23T00:00:00.000Z,Absconder (Custody Order),507,506,5
16590,16591,2016-03-23T00:00:00.000Z,Aggravated Assault,507,108,1
16591,16592,2016-03-23T00:00:00.000Z,Absconder (Custody Order),507,507,5
16592,16593,2016-03-23T00:00:00.000Z,Fugitive From Justice,602,Court,0
16593,16594,2016-03-23T00:00:00.000Z,Simple Assault,607,105,1
16594,16595,2016-03-23T00:00:00.000Z,"Disorderly, Disrupting Use Of Public Conveyance",703,608,6
16595,16596,2016-03-23T00:00:00.000Z,Destruction Of Public Property,706,108,1
16596,16597,2016-03-24T00:00:00.000Z,Robbery,106,106,1
16597,16598,2016-03-24T00:00:00.000Z,Robbery,401,604,6
16598,16599,2016-03-24T00:00:00.000Z,Robbery,401,604,6
16599,16600,2016-03-24T00:00:00.000Z,Robbery,604,604,6
16600,16601,2016-03-24T00:00:00.000Z,Robbery,705,705,7
16601,16602,2016-03-25T00:00:00.000Z,Poss Prohibited Weapon,301,308,3
16602,16603,2016-03-25T00:00:00.000Z,Robbery,506,506,5
16603,16604,2016-03-25T00:00:00.000Z,Assault With A Dangerous Weapon,601,602,6
16604,16605,2016-03-25T00:00:00.000Z,Robbery,608,102,1
16605,16606,2016-03-25T00:00:00.000Z,Absconder (Custody Order),702,Court,0
16606,16607,2016-03-25T00:00:00.000Z,Attempt To Commit Robbery,703,107,1
16607,16608,2016-03-25T00:00:00.000Z,Absconder (Custody Order),704,Court,0
16608,16609,2016-03-25T00:00:00.000Z,Absconder (Custody Order),Unk,Court,0
16609,16610,2016-03-26T00:00:00.000Z,Simple Assault,Out of State,708,7
16610,16611,2016-03-26T00:00:00.000Z,Metro Misconduct-litter,601,505,5
16611,16612,2016-03-26T00:00:00.000Z,Possession Of Bb Gun,708,608,6
16612,16613,2016-03-27T00:00:00.000Z,Simple Assault,Out of State,302,3
16613,16614,2016-03-27T00:00:00.000Z,Possession Of Bb Gun,106,107,1
16614,16615,2016-03-27T00:00:00.000Z,Simple Assault,403,403,4
16615,16616,2016-03-27T00:00:00.000Z,Destruction Of Public Property,507,507,5
16616,16617,2016-03-27T00:00:00.000Z,Shoplifting,708,501,5
16617,16618,2016-03-28T00:00:00.000Z,Possession Of Bb Gun,308,704,7
16618,16619,2016-03-28T00:00:00.000Z,Robbery,402,401,4
16619,16620,2016-03-28T00:00:00.000Z,Custody Order (Pre-Petition),502,102,1
16620,16621,2016-03-28T00:00:00.000Z,Simple Assault,601,702,7
16621,16622,2016-03-28T00:00:00.000Z,Robbery,602,Court,0
16622,16623,2016-03-28T00:00:00.000Z,Unarmed Carjacking,704,205,2
16623,16624,2016-03-28T00:00:00.000Z,Murder II,705,602,6
16624,16625,2016-03-28T00:00:00.000Z,Assault With A Dangerous Weapon,706,707,7
16625,16626,2016-03-28T00:00:00.000Z,Carry Pistol W/o Lic -outside Home/business,706,706,7
16626,16627,2016-03-28T00:00:00.000Z,Absconder (Custody Order),708,204,2
16627,16628,2016-03-29T00:00:00.000Z,Assault On A Police Officer (simple Assault),105,105,1
16628,16629,2016-03-29T00:00:00.000Z,Theft Second Degree (theft From Motor Vehicle),304,305,3
16629,16630,2016-03-29T00:00:00.000Z,Receiving Stolen Property,304,305,3
16630,16631,2016-03-29T00:00:00.000Z,Receiving Stolen Property,407,305,3
16631,16632,2016-03-29T00:00:00.000Z,Robbery,608,608,6
16632,16633,2016-03-29T00:00:00.000Z,Robbery,704,704,7
16633,16634,2016-03-29T00:00:00.000Z,Robbery,704,704,7
16634,16635,2016-03-29T00:00:00.000Z,Assault On A Police Officer (simple Assault),706,105,1
16635,16636,2016-03-29T00:00:00.000Z,Poss W/i To Dist A Controlled Substance,708,708,7
16636,16637,2016-03-30T00:00:00.000Z,Possession Of Bb Gun,Out of State,703,7
16637,16638,2016-03-30T00:00:00.000Z,Theft Second Degree (theft From Building),106,602,6
16638,16639,2016-03-30T00:00:00.000Z,Metro - Fail To Pay Fare,403,404,4
16639,16640,2016-03-30T00:00:00.000Z,Simple Assault,404,404,4
16641,16642,2016-03-31T00:00:00.000Z,Metro - Fail To Pay Fare,Out of State,405,4
16642,16643,2016-03-31T00:00:00.000Z,Absconder (Custody Order),404,608,6
16643,16644,2016-03-31T00:00:00.000Z,Threats To Do Bodily Harm -misd,505,505,5
16644,16645,2016-03-31T00:00:00.000Z,Threats To Do Bodily Harm -misd,603,407,4
16645,16646,2016-03-31T00:00:00.000Z,Unauthorized Use Of A Vehicle,607,605,6
16646,16647,2016-04-01T00:00:00.000Z,Simple Assault,105,105,1
16647,16648,2016-04-01T00:00:00.000Z,Theft Second Degree (all Other Larceny),105,603,6
16648,16649,2016-04-01T00:00:00.000Z,Destruction Of Property Less Than $1000,405,405,4
16649,16650,2016-04-01T00:00:00.000Z,Robbery,505,502,5
16650,16651,2016-04-01T00:00:00.000Z,Theft Second Degree (all Other Larceny),603,603,6
16651,16652,2016-04-01T00:00:00.000Z,Theft Second Degree (all Other Larceny),606,603,6
16652,16653,2016-04-01T00:00:00.000Z,Theft Second Degree (all Other Larceny),606,603,6
16653,16654,2016-04-01T00:00:00.000Z,Theft Second Degree (all Other Larceny),606,603,6
16654,16655,2016-04-01T00:00:00.000Z,Robbery,703,703,7
16655,16656,2016-04-01T00:00:00.000Z,Metro - Fail To Pay Fare,704,108,1
16656,16657,2016-04-01T00:00:00.000Z,Robbery,704,703,7
16657,16658,2016-04-01T00:00:00.000Z,Simple Assault,705,705,7
16658,16659,2016-04-01T00:00:00.000Z,Robbery,Unk,703,7
16659,16660,2016-04-01T00:00:00.000Z,Custody Order (Pre-Petition),Unk,Court,0
16660,16661,2016-04-02T00:00:00.000Z,Failure To Appear (OAG),103,602,6
16661,16662,2016-04-02T00:00:00.000Z,Absconder (Custody Order),301,507,5
16662,16663,2016-04-02T00:00:00.000Z,Receiving Stolen Property,407,103,1
16663,16664,2016-04-02T00:00:00.000Z,Absconder (Custody Order),705,705,7
16664,16665,2016-04-02T00:00:00.000Z,Fugitive From Justice,705,608,6
16665,16666,2016-04-02T00:00:00.000Z,Simple Assault,708,108,1
16666,16667,2016-04-03T00:00:00.000Z,Absconder (Custody Order),103,103,1
16667,16668,2016-04-03T00:00:00.000Z,Destruction Of Property Less Than $1000,105,105,1
16668,16669,2016-04-03T00:00:00.000Z,Destruction Of Property Less Than $1000,501,405,4
16669,16670,2016-04-03T00:00:00.000Z,Absconder (Custody Order),602,602,6
16670,16671,2016-04-03T00:00:00.000Z,Threats To Do Bodily Harm -misd,706,604,6
16671,16672,2016-04-04T00:00:00.000Z,Assault On A Police Officer (simple Assault),Out of State,406,4
16672,16673,2016-04-04T00:00:00.000Z,Absconder (Custody Order),105,107,1
16673,16674,2016-04-04T00:00:00.000Z,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,407,407,4
16674,16675,2016-04-04T00:00:00.000Z,Theft Second Degree (all Other Larceny),602,105,1
16675,16676,2016-04-04T00:00:00.000Z,Threats To Do Bodily Harm -misd,703,106,1
16676,16677,2016-04-04T00:00:00.000Z,Simple Assault,706,706,7
16677,16678,2016-04-04T00:00:00.000Z,Absconder (Custody Order),Unk,502,5
16678,16679,2016-04-05T00:00:00.000Z,Unlawful Entry,Out of State,103,1
16679,16680,2016-04-05T00:00:00.000Z,Failure To Appear (OAG),105,105,1
16680,16681,2016-04-05T00:00:00.000Z,Metro - Fail To Pay Fare,409,501,5
16681,16682,2016-04-05T00:00:00.000Z,Simple Assault,502,502,5
16682,16683,2016-04-05T00:00:00.000Z,Absconder (Custody Order),601,Court,0
16683,16684,2016-04-05T00:00:00.000Z,Absconder (Custody Order),608,608,6
16684,16685,2016-04-06T00:00:00.000Z,Robbery,Out of State,502,5
16685,16686,2016-04-06T00:00:00.000Z,Simple Assault,102,102,1
16686,16687,2016-04-06T00:00:00.000Z,Simple Assault,103,103,1
16687,16688,2016-04-06T00:00:00.000Z,Metro - Fail To Pay Fare,407,302,3
16688,16689,2016-04-06T00:00:00.000Z,Simple Assault,502,502,5
16689,16690,2016-04-06T00:00:00.000Z,Possession Of Bb Gun,706,402,4
16690,16691,2016-04-07T00:00:00.000Z,Absconder (Custody Order),103,101,1
16691,16692,2016-04-07T00:00:00.000Z,Assault On A Police Officer (simple Assault),601,305,3
16692,16693,2016-04-07T00:00:00.000Z,Simple Assault,701,701,7
16693,16694,2016-04-07T00:00:00.000Z,Absconder (Custody Order),701,507,5
16694,16695,2016-04-07T00:00:00.000Z,Absconder (Custody Order),704,Court,0
16695,16696,2016-04-07T00:00:00.000Z,Simple Assault,707,501,5
16696,16697,2016-04-07T00:00:00.000Z,Robbery,Unk,302,3
16697,16698,2016-04-08T00:00:00.000Z,Absconder (Custody Order),Out of State,106,1
16698,16699,2016-04-08T00:00:00.000Z,Simple Assault,Out of State,707,7
16699,16700,2016-04-08T00:00:00.000Z,Absconder (Custody Order),402,402,4
16700,16701,2016-04-08T00:00:00.000Z,Absconder (Custody Order),405,Court,0
16701,16702,2016-04-08T00:00:00.000Z,Robbery,407,502,5
16702,16703,2016-04-08T00:00:00.000Z,Theft Second Degree (all Other Larceny),502,502,5
16703,16704,2016-04-08T00:00:00.000Z,Affray,601,602,6
16704,16705,2016-04-08T00:00:00.000Z,Destruction Of Property Less Than $1000,602,306,3
16705,16706,2016-04-08T00:00:00.000Z,Destruction Of Property Less Than $1000,602,306,3
16706,16707,2016-04-08T00:00:00.000Z,Simple Assault,604,604,6
16707,16708,2016-04-08T00:00:00.000Z,Custody Order (Pre-Petition),701,Court,0
16708,16709,2016-04-08T00:00:00.000Z,Simple Assault,702,707,7
16709,16710,2016-04-09T00:00:00.000Z,Robbery,103,504,5
16710,16711,2016-04-09T00:00:00.000Z,Simple Assault,106,106,1
16711,16712,2016-04-09T00:00:00.000Z,Simple Assault,106,106,1
16712,16713,2016-04-10T00:00:00.000Z,Failure To Appear (OAG),Out of State,Court,0
16713,16714,2016-04-10T00:00:00.000Z,Robbery,105,105,1
16714,16715,2016-04-10T00:00:00.000Z,Assault With A Dangerous Weapon,703,703,7
16715,16716,2016-04-10T00:00:00.000Z,Failure To Appear (OAG),708,Court,0
16716,16717,2016-04-11T00:00:00.000Z,Demonstration/protest In A Park In National Capital Region W/o Permit,Out of State,Unk,0
16717,16718,2016-04-11T00:00:00.000Z,Unlawful Entry,Out of State,608,6
16718,16719,2016-04-11T00:00:00.000Z,Robbery,Out of State,102,1
16719,16720,2016-04-11T00:00:00.000Z,Absconder (Custody Order),103,706,7
16720,16721,2016-04-11T00:00:00.000Z,Affray,105,107,1
16721,16722,2016-04-11T00:00:00.000Z,Unlawful Entry,105,202,2
16722,16723,2016-04-11T00:00:00.000Z,Affray,106,107,1
16723,16724,2016-04-11T00:00:00.000Z,Custody Order (Pre-Petition),403,Court,0
16724,16725,2016-04-11T00:00:00.000Z,Metro - Fail To Pay Fare,601,703,7
16725,16726,2016-04-11T00:00:00.000Z,Assault W/i To Commit Robbery (simple Assault),602,608,6
16726,16727,2016-04-11T00:00:00.000Z,Simple Assault,604,707,7
16727,16728,2016-04-11T00:00:00.000Z,Assault With A Dangerous Weapon,606,107,1
16728,16729,2016-04-11T00:00:00.000Z,Possession Of A Destructive Device,606,107,1
16729,16730,2016-04-11T00:00:00.000Z,Absconder (Custody Order),702,702,7
16730,16731,2016-04-11T00:00:00.000Z,Simple Assault,702,602,6
16731,16732,2016-04-11T00:00:00.000Z,Affray,706,107,1
16732,16733,2016-04-11T00:00:00.000Z,Disorderly Conduct,708,602,6
16733,16734,2016-04-11T00:00:00.000Z,Simple Assault,Out of State,707,7
16734,16735,2016-04-12T00:00:00.000Z,Threats To Do Bodily Harm -misd,Out of State,106,1
16735,16736,2016-04-12T00:00:00.000Z,Assault On A Police Officer (simple Assault),304,304,3
16736,16737,2016-04-12T00:00:00.000Z,Assault On A Police Officer (simple Assault),407,407,4
16737,16738,2016-04-12T00:00:00.000Z,Unauthorized Use Of A Vehicle,506,704,7
16738,16739,2016-04-12T00:00:00.000Z,Destruction Of Property Less Than $1000,603,603,6
16739,16740,2016-04-12T00:00:00.000Z,Carjacking,604,605,6
16740,16741,2016-04-12T00:00:00.000Z,Carjacking,604,605,6
16741,16742,2016-04-12T00:00:00.000Z,Simple Assault,607,607,6
16742,16743,2016-04-12T00:00:00.000Z,Simple Assault,608,502,5
16743,16744,2016-04-12T00:00:00.000Z,Simple Assault,702,701,7
16744,16745,2016-04-12T00:00:00.000Z,Simple Assault,702,701,7
16745,16746,2016-04-12T00:00:00.000Z,Destruction Of Property Less Than $1000,702,306,3
16746,16747,2016-04-12T00:00:00.000Z,Simple Assault,703,701,7
16747,16748,2016-04-12T00:00:00.000Z,Unauthorized Use Of A Vehicle,704,704,7
16748,16749,2016-04-12T00:00:00.000Z,Unauthorized Use Of A Vehicle,704,704,7
16749,16750,2016-04-12T00:00:00.000Z,Disorderly Conduct,704,207,2
16750,16751,2016-04-13T00:00:00.000Z,Carrying Dangerous Weapon (Outside Home or Place of Business) 2015,302,302,3
16751,16752,2016-04-13T00:00:00.000Z,Assault W/i To Commit Robbery (aggravated Assault),407,302,3
16752,16753,2016-04-13T00:00:00.000Z,Carrying Dangerous Weapon (Outside Home or Place of Business) 2015,409,302,3
16753,16754,2016-04-13T00:00:00.000Z,Simple Assault,506,506,5
16754,16755,2016-04-13T00:00:00.000Z,Robbery,506,701,7
16755,16756,2016-04-13T00:00:00.000Z,Robbery,506,701,7
16756,16757,2016-04-13T00:00:00.000Z,Absconder (Custody Order),602,Court,0
16757,16758,2016-04-13T00:00:00.000Z,Simple Assault,603,603,6
16758,16759,2016-04-13T00:00:00.000Z,Simple Assault,603,603,6
16759,16760,2016-04-13T00:00:00.000Z,Absconder (Custody Order),604,Court,0
16760,16761,2016-04-13T00:00:00.000Z,Failure To Appear (OAG),702,704,7
16761,16762,2016-04-13T00:00:00.000Z,Absconder (Custody Order),702,308,3
